nationalInsuranceNumber,lastName,dateOfBirth,nationalAsylumSeekerServiceNumber,group
AB563578D,YHSTPTRYTQ,1990-01-01,,RichcBulk
AB637941D,YRHDPNHBKJ,1990-01-01,,RichcBulk
AB701371D,NTNBOTFJVN,1990-01-01,,RichcBulk
AB913236D,KTDVMFEHOG,1990-01-01,,RichcBulk
AB980086D,ICCKURPTGL,1990-01-01,,RichcBulk
AB891431D,IPJXHKQEUE,1990-01-01,,RichcBulk
AB285248D,XFTLJXPIBZ,1990-01-01,,RichcBulk
AB483047D,EMPIFPHUPL,1990-01-01,,RichcBulk
AB261850D,HCHKTBOCJH,1990-01-01,,RichcBulk
AB656920D,NDBXRIFMXR,1990-01-01,,RichcBulk
AB500885D,DUYQQUXGZA,1990-01-01,,RichcBulk
AB113365D,UDDGFDPYSY,1990-01-01,,RichcBulk
AB789146D,JJGFHHIZSF,1990-01-01,,RichcBulk
AB601095D,KQZXLAQUGK,1990-01-01,,RichcBulk
AB971982D,IJEVETPZDO,1990-01-01,,RichcBulk
AB743381D,WEESKUMDNJ,1990-01-01,,RichcBulk
AB463055D,KZYOGZVRQI,1990-01-01,,RichcBulk
AB133788D,LGIVAQDNQD,1990-01-01,,RichcBulk
AB161314D,RUGVILKNYH,1990-01-01,,RichcBulk
AB989232D,RUCLTHJDCO,1990-01-01,,RichcBulk
AB702893D,AGMZFOLYLL,1990-01-01,,RichcBulk
AB665110D,CKOOWNAEFK,1990-01-01,,RichcBulk
AB766447D,MHCLTPINAL,1990-01-01,,RichcBulk
AB364000D,EKYSECGHCR,1990-01-01,,RichcBulk
AB935928D,GJKIDTLHAD,1990-01-01,,RichcBulk
AB793839D,HOJIIBTUWF,1990-01-01,,RichcBulk
AB662666D,PBLZQDOBWV,1990-01-01,,RichcBulk
AB272896D,AUJBIFYZDW,1990-01-01,,RichcBulk
AB502323D,KVCHUVQPHB,1990-01-01,,RichcBulk
AB178676D,AYRMCIUUXZ,1990-01-01,,RichcBulk
AB806101D,CCHABJNSXI,1990-01-01,,RichcBulk
AB403356D,VMTFIKQYXQ,1990-01-01,,RichcBulk
AB515289D,LWRXZGFIZY,1990-01-01,,RichcBulk
AB292001D,NEHHWCILUQ,1990-01-01,,RichcBulk
AB322997D,YVQIITHCXA,1990-01-01,,RichcBulk
AB269940D,ZDWLXBQVTD,1990-01-01,,RichcBulk
AB489772D,BCISRCSSDJ,1990-01-01,,RichcBulk
AB485518D,WLPBVJSLDD,1990-01-01,,RichcBulk
AB355960D,MNQMYCADCJ,1990-01-01,,RichcBulk
AB362467D,VOYTKMBMJA,1990-01-01,,RichcBulk
AB611879D,JNJAGFDOTV,1990-01-01,,RichcBulk
AB143308D,CUEIUGIRJV,1990-01-01,,RichcBulk
AB847380D,AVFIJEZHAY,1990-01-01,,RichcBulk
AB992139D,GXWYDHFUFV,1990-01-01,,RichcBulk
AB668691D,DRCKENFDSJ,1990-01-01,,RichcBulk
AB836674D,IURXODLXCU,1990-01-01,,RichcBulk
AB134193D,VOAQYTRALP,1990-01-01,,RichcBulk
AB994498D,OUUHCZUFAB,1990-01-01,,RichcBulk
AB385887D,UIDAAAOBYX,1990-01-01,,RichcBulk
AB504008D,OYWQXOTVDL,1990-01-01,,RichcBulk
AB715600D,VABEVZAVRE,1990-01-01,,RichcBulk
AB556224D,VESIVIBCPH,1990-01-01,,RichcBulk
AB308031D,VAIPSYFIMN,1990-01-01,,RichcBulk
AB365506D,ZMSPGCDUWB,1990-01-01,,RichcBulk
AB440179D,VUSQEQLEIH,1990-01-01,,RichcBulk
AB122408D,QNGZNLBIWQ,1990-01-01,,RichcBulk
AB621646D,NXYAWWBVGA,1990-01-01,,RichcBulk
AB398484D,YSVDDCWHLJ,1990-01-01,,RichcBulk
AB225129D,RCTOSTZMZL,1990-01-01,,RichcBulk
AB849251D,LNNUGCOBPF,1990-01-01,,RichcBulk
AB369581D,SJGDKHMXJH,1990-01-01,,RichcBulk
AB784403D,ONPHFEIHBT,1990-01-01,,RichcBulk
AB684947D,JFTCCVUYAH,1990-01-01,,RichcBulk
AB839779D,YWHYJCTXKK,1990-01-01,,RichcBulk
AB557979D,UGMBKXKPAW,1990-01-01,,RichcBulk
AB570755D,WSLSNRKCLT,1990-01-01,,RichcBulk
AB512391D,AVNWYSUCDV,1990-01-01,,RichcBulk
AB945488D,UVPYPUMIYO,1990-01-01,,RichcBulk
AB224182D,MJXFLJPCSZ,1990-01-01,,RichcBulk
AB206307D,ANUUMZHWAO,1990-01-01,,RichcBulk
AB214273D,JJSTGBCQWG,1990-01-01,,RichcBulk
AB184405D,XQBHQDXSOT,1990-01-01,,RichcBulk
AB121725D,FHPQKKKRLU,1990-01-01,,RichcBulk
AB932060D,PDYCIWMHXA,1990-01-01,,RichcBulk
AB713840D,KFVTBNVITP,1990-01-01,,RichcBulk
AB814678D,RAFZUSAAUO,1990-01-01,,RichcBulk
AB528867D,OHQQYQCTNX,1990-01-01,,RichcBulk
AB431605D,ZYRYEMXBGG,1990-01-01,,RichcBulk
AB244821D,BBDUDZRYLA,1990-01-01,,RichcBulk
AB848448D,VZKBWALQBZ,1990-01-01,,RichcBulk
AB221423D,IGLSVTFGYK,1990-01-01,,RichcBulk
AB791401D,FYRMCLGOVX,1990-01-01,,RichcBulk
AB111864D,SHGLIHLKCK,1990-01-01,,RichcBulk
AB931900D,VGZIAPEEGS,1990-01-01,,RichcBulk
AB717867D,MAZKILKSLS,1990-01-01,,RichcBulk
AB480433D,QXWTFUCNTM,1990-01-01,,RichcBulk
AB670476D,SVHQCIFCZJ,1990-01-01,,RichcBulk
AB800465D,JDZLXPZSOK,1990-01-01,,RichcBulk
AB611352D,NUVLHOPIZO,1990-01-01,,RichcBulk
AB269434D,AHYIBJKWOW,1990-01-01,,RichcBulk
AB875196D,CTHITLUXQL,1990-01-01,,RichcBulk
AB725119D,CHVWLDDBGZ,1990-01-01,,RichcBulk
AB552987D,LRZBMEYWNX,1990-01-01,,RichcBulk
AB505641D,IWOFQTVUUS,1990-01-01,,RichcBulk
AB749355D,ICGSAVBXRC,1990-01-01,,RichcBulk
AB586769D,NDPAKLAKHJ,1990-01-01,,RichcBulk
AB472152D,QKRMSIEEKG,1990-01-01,,RichcBulk
AB372573D,FHISVCYBMH,1990-01-01,,RichcBulk
AB812190D,CVVNCJUNKD,1990-01-01,,RichcBulk
AB370821D,LOOJBLBSGE,1990-01-01,,RichcBulk
AB756751D,SPFTKSXCFS,1990-01-01,,RichcBulk
AB207793D,EJXIQBACAI,1990-01-01,,RichcBulk
AB946740D,XAIBENWLRS,1990-01-01,,RichcBulk
AB483182D,LPVKMOKIYM,1990-01-01,,RichcBulk
AB551472D,OSIMGLZPMR,1990-01-01,,RichcBulk
AB589007D,QWIPMBHTZX,1990-01-01,,RichcBulk
AB632461D,JRGXJCNZTS,1990-01-01,,RichcBulk
AB306535D,RMOINCXVWY,1990-01-01,,RichcBulk
AB439591D,BMYMURZFEK,1990-01-01,,RichcBulk
AB387996D,LRXWZMQYCP,1990-01-01,,RichcBulk
AB514856D,BXQDXNDSJE,1990-01-01,,RichcBulk
AB168904D,EOWYJCPGBJ,1990-01-01,,RichcBulk
AB928155D,UESOSTVXZP,1990-01-01,,RichcBulk
AB211400D,YWULYVUJLP,1990-01-01,,RichcBulk
AB952506D,BHSIWSJEOM,1990-01-01,,RichcBulk
AB277348D,HBLWGDBYDZ,1990-01-01,,RichcBulk
AB901745D,WLZWJFANZL,1990-01-01,,RichcBulk
AB543573D,SSOSQZPPKR,1990-01-01,,RichcBulk
AB572691D,VGZZDSHLMB,1990-01-01,,RichcBulk
AB554876D,DYZTTMRYOI,1990-01-01,,RichcBulk
AB659548D,QEIBIIILJQ,1990-01-01,,RichcBulk
AB780581D,UWHUJSZQTZ,1990-01-01,,RichcBulk
AB143513D,JFLCLTTFGN,1990-01-01,,RichcBulk
AB740452D,QPQAKCKJNJ,1990-01-01,,RichcBulk
AB569276D,SXJQNYBWPU,1990-01-01,,RichcBulk
AB631736D,JUNFRQVYVJ,1990-01-01,,RichcBulk
AB659757D,DLNLHHTDBL,1990-01-01,,RichcBulk
AB554790D,GXVHDAWWVO,1990-01-01,,RichcBulk
AB995983D,XZPDVOHNFZ,1990-01-01,,RichcBulk
AB282604D,BSOTPTYVIN,1990-01-01,,RichcBulk
AB821033D,UBMMMYIQWL,1990-01-01,,RichcBulk
AB743662D,GWRSNOCMXU,1990-01-01,,RichcBulk
AB337645D,FIGDDQXACI,1990-01-01,,RichcBulk
AB770531D,VYJABUJTOL,1990-01-01,,RichcBulk
AB652827D,IDSILPSVZE,1990-01-01,,RichcBulk
AB617814D,SYYKINHRPU,1990-01-01,,RichcBulk
AB775455D,JQZMXRLMJH,1990-01-01,,RichcBulk
AB362016D,ISYMODWYTD,1990-01-01,,RichcBulk
AB909222D,JYODHRZQZY,1990-01-01,,RichcBulk
AB888387D,FUPWNRSEMG,1990-01-01,,RichcBulk
AB332459D,XMQFSJHADM,1990-01-01,,RichcBulk
AB850127D,JTGXQRDXAU,1990-01-01,,RichcBulk
AB309387D,MQEXWDGKBT,1990-01-01,,RichcBulk
AB594122D,BJZBAWSSVS,1990-01-01,,RichcBulk
AB225392D,LWQHOGZNKA,1990-01-01,,RichcBulk
AB594522D,HTRDSPKJNR,1990-01-01,,RichcBulk
AB433279D,QLQUDFWKMU,1990-01-01,,RichcBulk
AB447459D,DSTLLWFDSX,1990-01-01,,RichcBulk
AB106557D,GJFDJRRNRW,1990-01-01,,RichcBulk
AB203186D,QLRUDGEHMV,1990-01-01,,RichcBulk
AB724406D,ODYCWNHPXB,1990-01-01,,RichcBulk
AB714405D,PBAZCTBHJH,1990-01-01,,RichcBulk
AB314214D,MJNUTVMEYY,1990-01-01,,RichcBulk
AB960916D,GCWUWXQMGE,1990-01-01,,RichcBulk
AB741325D,UHQLRYBDNT,1990-01-01,,RichcBulk
AB245889D,RRYEARJPQJ,1990-01-01,,RichcBulk
AB622387D,FWLAJOVNTS,1990-01-01,,RichcBulk
AB225061D,GVYPSOQKUK,1990-01-01,,RichcBulk
AB353756D,AASXLPVMYI,1990-01-01,,RichcBulk
AB834730D,STATXNJHYX,1990-01-01,,RichcBulk
AB691853D,LMFRSMIDRE,1990-01-01,,RichcBulk
AB349109D,RFCFEPVNVF,1990-01-01,,RichcBulk
AB352137D,SGDTHROMFV,1990-01-01,,RichcBulk
AB719406D,COPPWDDAFL,1990-01-01,,RichcBulk
AB407692D,TBDBNFQXHM,1990-01-01,,RichcBulk
AB926708D,BQRPHNNRUF,1990-01-01,,RichcBulk
AB715197D,LIWFNJSIRQ,1990-01-01,,RichcBulk
AB137290D,OHLGHXPMUJ,1990-01-01,,RichcBulk
AB626467D,SBRWQMBABY,1990-01-01,,RichcBulk
AB791124D,IXVMZQFHRV,1990-01-01,,RichcBulk
AB265692D,BZAGAOGGJS,1990-01-01,,RichcBulk
AB352299D,QIRNLIKEHQ,1990-01-01,,RichcBulk
AB887268D,ADANQMVSDY,1990-01-01,,RichcBulk
AB921807D,HNWQGEPGLG,1990-01-01,,RichcBulk
AB826106D,VZQINBUJRT,1990-01-01,,RichcBulk
AB117413D,DZEOCMNIZC,1990-01-01,,RichcBulk
AB349959D,LWNHMKXYOE,1990-01-01,,RichcBulk
AB454527D,WDTMPBQDPW,1990-01-01,,RichcBulk
AB903064D,PDMRQEUWKW,1990-01-01,,RichcBulk
AB193256D,PMKCDWYGQK,1990-01-01,,RichcBulk
AB179068D,XPAPZGTEJS,1990-01-01,,RichcBulk
AB250591D,CVTHTEUPVP,1990-01-01,,RichcBulk
AB243945D,SSOZNYALGU,1990-01-01,,RichcBulk
AB535718D,UVBLSLLDEH,1990-01-01,,RichcBulk
AB653712D,ZPNETGJRTN,1990-01-01,,RichcBulk
AB913637D,ZRTBLHHDMN,1990-01-01,,RichcBulk
AB768111D,YEQXSHJOVT,1990-01-01,,RichcBulk
AB928328D,OBITZNUFEM,1990-01-01,,RichcBulk
AB426522D,CBYODLCMNJ,1990-01-01,,RichcBulk
AB556648D,AKATOMKFCO,1990-01-01,,RichcBulk
AB454214D,NSHKZVLHMN,1990-01-01,,RichcBulk
AB503542D,HQKKAAABIX,1990-01-01,,RichcBulk
AB841026D,FYOABJRGHD,1990-01-01,,RichcBulk
AB161443D,QNVSPSDNZV,1990-01-01,,RichcBulk
AB659698D,CHNANNDSJK,1990-01-01,,RichcBulk
AB394529D,ZWNWCPPXVX,1990-01-01,,RichcBulk
AB394565D,AGAYSGWBQI,1990-01-01,,RichcBulk
AB846761D,QATOTAZUTO,1990-01-01,,RichcBulk
AB407471D,KDEYVJYEJK,1990-01-01,,RichcBulk
AB288472D,UQXGFCZJOL,1990-01-01,,RichcBulk
AB934921D,LYCYODBHSU,1990-01-01,,RichcBulk
AB625432D,WOEGDCSGLV,1990-01-01,,RichcBulk
AB203375D,RAZIPAUXVM,1990-01-01,,RichcBulk
AB558259D,LNYZORWSHE,1990-01-01,,RichcBulk
AB411723D,ILMPFIMCAI,1990-01-01,,RichcBulk
AB413304D,TZBGFVYVPH,1990-01-01,,RichcBulk
AB697226D,JKSOJLJBQV,1990-01-01,,RichcBulk
AB188741D,OCYYXCHJPF,1990-01-01,,RichcBulk
AB526609D,RBSMLBYHDQ,1990-01-01,,RichcBulk
AB104795D,IZXRMFWFOZ,1990-01-01,,RichcBulk
AB820922D,XECORSLNIW,1990-01-01,,RichcBulk
AB505653D,LNHEALLCDP,1990-01-01,,RichcBulk
AB103646D,EYZSKDUSKN,1990-01-01,,RichcBulk
AB368081D,MZIHZMJVZR,1990-01-01,,RichcBulk
AB332253D,HRBJNMMPKP,1990-01-01,,RichcBulk
AB606270D,NSVRDXBRMF,1990-01-01,,RichcBulk
AB534968D,FNNUYSELBX,1990-01-01,,RichcBulk
AB210515D,IWXZXMBYRD,1990-01-01,,RichcBulk
AB975384D,WNNBNBPFXK,1990-01-01,,RichcBulk
AB263659D,WVBPJVBNSK,1990-01-01,,RichcBulk
AB211306D,RRGASTBMJC,1990-01-01,,RichcBulk
AB861658D,UCNQASMAGG,1990-01-01,,RichcBulk
AB653982D,SNJFXBHCUN,1990-01-01,,RichcBulk
AB199976D,JFZAJXIVRC,1990-01-01,,RichcBulk
AB326409D,TZGKSDAVWA,1990-01-01,,RichcBulk
AB643442D,YGQLODLJLV,1990-01-01,,RichcBulk
AB323843D,CUPCSYTCES,1990-01-01,,RichcBulk
AB646327D,XSGHXKTXXL,1990-01-01,,RichcBulk
AB824380D,RKZTXCZHYZ,1990-01-01,,RichcBulk
AB235523D,YBEWFXVSMT,1990-01-01,,RichcBulk
AB419899D,XHRHTMWCQL,1990-01-01,,RichcBulk
AB623157D,LELPYYJAWZ,1990-01-01,,RichcBulk
AB278187D,MVWHPSLZTX,1990-01-01,,RichcBulk
AB505513D,OUSFDFDUVW,1990-01-01,,RichcBulk
AB300139D,MNAQYUAGUY,1990-01-01,,RichcBulk
AB848093D,GQGMQTFBXL,1990-01-01,,RichcBulk
AB367307D,RBGALUVLKE,1990-01-01,,RichcBulk
AB882345D,FNYEZDSUFK,1990-01-01,,RichcBulk
AB672873D,HWBVABPUDV,1990-01-01,,RichcBulk
AB443869D,QGXCLVZWFJ,1990-01-01,,RichcBulk
AB400483D,WPLDNUMRYG,1990-01-01,,RichcBulk
AB557479D,EONJBIJFSL,1990-01-01,,RichcBulk
AB311274D,VKKWAMBBGC,1990-01-01,,RichcBulk
AB904475D,JZBIJVYPLG,1990-01-01,,RichcBulk
AB273495D,NHMQNSMHDW,1990-01-01,,RichcBulk
AB861640D,GLCRVCEIXI,1990-01-01,,RichcBulk
AB314095D,CAQNDJIEYO,1990-01-01,,RichcBulk
AB541135D,JTVHALEVJT,1990-01-01,,RichcBulk
AB624468D,AAVTWOWOQW,1990-01-01,,RichcBulk
AB605890D,WZBCYMPLJN,1990-01-01,,RichcBulk
AB517687D,WTQKLAUCCB,1990-01-01,,RichcBulk
AB335943D,CPUAIZRQRN,1990-01-01,,RichcBulk
AB170615D,MBFXQNFMHK,1990-01-01,,RichcBulk
AB566902D,UBBWNXNUNK,1990-01-01,,RichcBulk
AB400462D,KLMVXSPKYA,1990-01-01,,RichcBulk
AB161680D,USWSIFXVMH,1990-01-01,,RichcBulk
AB809699D,VWWBSEOUOA,1990-01-01,,RichcBulk
AB974174D,LBPAKYXTIQ,1990-01-01,,RichcBulk
AB770180D,DOLVHPJWML,1990-01-01,,RichcBulk
AB586052D,QSUZXFSWPW,1990-01-01,,RichcBulk
AB580985D,ACYHWMHERH,1990-01-01,,RichcBulk
AB306656D,OCWGMSHYCE,1990-01-01,,RichcBulk
AB650361D,FVPFBNKAQH,1990-01-01,,RichcBulk
AB432522D,ZPQOAFPAYD,1990-01-01,,RichcBulk
AB389439D,XGDUDIKLHC,1990-01-01,,RichcBulk
AB802795D,HWVLMTRXUJ,1990-01-01,,RichcBulk
AB438814D,DBUJEDSFYY,1990-01-01,,RichcBulk
AB630297D,PUPTDNZMGV,1990-01-01,,RichcBulk
AB632727D,KXONJLGRTB,1990-01-01,,RichcBulk
AB564715D,JAPPDIYCUH,1990-01-01,,RichcBulk
AB470761D,LCJLGMBLLV,1990-01-01,,RichcBulk
AB605735D,VVSSSJKBTQ,1990-01-01,,RichcBulk
AB166229D,ZRWRSWLMJD,1990-01-01,,RichcBulk
AB498818D,EVTYLKRDCM,1990-01-01,,RichcBulk
AB474842D,ARQLJWLNYX,1990-01-01,,RichcBulk
AB257785D,XWIDIAISBJ,1990-01-01,,RichcBulk
AB504944D,BCDULOKCDS,1990-01-01,,RichcBulk
AB243167D,PHMBWHVGBI,1990-01-01,,RichcBulk
AB254878D,AUUNFTOUWZ,1990-01-01,,RichcBulk
AB796184D,MNAEDKBJZI,1990-01-01,,RichcBulk
AB809231D,GYHIYLVWNX,1990-01-01,,RichcBulk
AB168100D,DPBVFPJPZX,1990-01-01,,RichcBulk
AB407249D,HMTSKKISFF,1990-01-01,,RichcBulk
AB455955D,ZWKQGAEZEE,1990-01-01,,RichcBulk
AB108083D,RBPKIJMNQA,1990-01-01,,RichcBulk
AB690855D,WXAENDJAYX,1990-01-01,,RichcBulk
AB194002D,AVGURDYKWE,1990-01-01,,RichcBulk
AB830055D,LKJHPJNRGY,1990-01-01,,RichcBulk
AB497926D,YTZIVVHGTS,1990-01-01,,RichcBulk
AB421833D,ZPTAEYNIOE,1990-01-01,,RichcBulk
AB851416D,MOQNPCPVTS,1990-01-01,,RichcBulk
AB735456D,MODLGKKJHP,1990-01-01,,RichcBulk
AB949746D,MVOYMFJJSQ,1990-01-01,,RichcBulk
AB632264D,GRTNRMZUAT,1990-01-01,,RichcBulk
AB786245D,PQSDSBQBAM,1990-01-01,,RichcBulk
AB391933D,EWHUOOSDNW,1990-01-01,,RichcBulk
AB373235D,ZGHSYNMVHA,1990-01-01,,RichcBulk
AB308101D,JQGRXVDIYA,1990-01-01,,RichcBulk
AB625427D,ZJEOUGWKEC,1990-01-01,,RichcBulk
AB479824D,KEYNIFQPIP,1990-01-01,,RichcBulk
AB708230D,QULIGRJHYB,1990-01-01,,RichcBulk
AB994592D,JDFUSSGMYZ,1990-01-01,,RichcBulk
AB517956D,HHGXGOYKMZ,1990-01-01,,RichcBulk
AB335040D,SNDPDRNYKK,1990-01-01,,RichcBulk
AB211381D,ZJSCACLCCF,1990-01-01,,RichcBulk
AB370650D,VTZXOLEJTA,1990-01-01,,RichcBulk
AB501561D,WFBVWMCIIM,1990-01-01,,RichcBulk
AB608324D,YBGPGSIDID,1990-01-01,,RichcBulk
AB359626D,PTOBZLEAJJ,1990-01-01,,RichcBulk
AB808088D,HLMHFLQGYY,1990-01-01,,RichcBulk
AB197945D,EJXOTTPPGS,1990-01-01,,RichcBulk
AB797357D,GNNCNNYDRU,1990-01-01,,RichcBulk
AB103942D,TYIZHWOKAG,1990-01-01,,RichcBulk
AB819887D,HKHOSUYKDF,1990-01-01,,RichcBulk
AB167918D,PGUXOABPCC,1990-01-01,,RichcBulk
AB990277D,RZXQQLUEHH,1990-01-01,,RichcBulk
AB871762D,XJCOTJHOTB,1990-01-01,,RichcBulk
AB634671D,RCXIHHERDO,1990-01-01,,RichcBulk
AB462402D,MMLEWQQCIR,1990-01-01,,RichcBulk
AB867448D,ZBOMXVYRMN,1990-01-01,,RichcBulk
AB579346D,UDGXIHJHGJ,1990-01-01,,RichcBulk
AB476222D,BVPXCCVDLN,1990-01-01,,RichcBulk
AB125770D,DUWMQKSNNM,1990-01-01,,RichcBulk
AB209424D,ETZSFRTWUW,1990-01-01,,RichcBulk
AB916158D,RQFUZLIYZA,1990-01-01,,RichcBulk
AB911918D,ZPVHSUFRUX,1990-01-01,,RichcBulk
AB505764D,TCYDFBEVCV,1990-01-01,,RichcBulk
AB465501D,HQVABWIVOJ,1990-01-01,,RichcBulk
AB444599D,MAGNIJYXWH,1990-01-01,,RichcBulk
AB458022D,YPUYJSYXXZ,1990-01-01,,RichcBulk
AB574476D,KEDGHQCIWJ,1990-01-01,,RichcBulk
AB202519D,SAQOUXQMFI,1990-01-01,,RichcBulk
AB384521D,DKMJAJHFWC,1990-01-01,,RichcBulk
AB433005D,UQIPTYFFOD,1990-01-01,,RichcBulk
AB572261D,QJOXLPWCZH,1990-01-01,,RichcBulk
AB657805D,TVGHFFULPJ,1990-01-01,,RichcBulk
AB523056D,BPPJMWHNCR,1990-01-01,,RichcBulk
AB493341D,UOHEYYSRMX,1990-01-01,,RichcBulk
AB857251D,PJICWKIRZO,1990-01-01,,RichcBulk
AB386336D,CRIWWEETTW,1990-01-01,,RichcBulk
AB375769D,GJGKYBCELM,1990-01-01,,RichcBulk
AB979808D,WBSQJMLIPP,1990-01-01,,RichcBulk
AB914600D,BQHVZOPOMD,1990-01-01,,RichcBulk
AB171783D,XSKKRFJRPY,1990-01-01,,RichcBulk
AB382612D,YXGAXYFMHJ,1990-01-01,,RichcBulk
AB139557D,VKZTRRAQMF,1990-01-01,,RichcBulk
AB901384D,PRHTSOEAAE,1990-01-01,,RichcBulk
AB837894D,ESXBBHMDKS,1990-01-01,,RichcBulk
AB743152D,DRTGDZSIOG,1990-01-01,,RichcBulk
AB443373D,UGUNUWOBJM,1990-01-01,,RichcBulk
AB541211D,SEUUJHTNYG,1990-01-01,,RichcBulk
AB411320D,ZAYYZJISWL,1990-01-01,,RichcBulk
AB496207D,NIZWUOEEQF,1990-01-01,,RichcBulk
AB707906D,ZAJKZRRNPJ,1990-01-01,,RichcBulk
AB600549D,PKBBFWEUYS,1990-01-01,,RichcBulk
AB187716D,GWJOHUIFYB,1990-01-01,,RichcBulk
AB427153D,MAJCVBIONU,1990-01-01,,RichcBulk
AB774516D,YVQDEGYZMR,1990-01-01,,RichcBulk
AB919106D,RVHWKHPDNL,1990-01-01,,RichcBulk
AB798420D,PTRMGNKJCT,1990-01-01,,RichcBulk
AB594908D,TQABKPRJTO,1990-01-01,,RichcBulk
AB183364D,YBHKYPFTYK,1990-01-01,,RichcBulk
AB721361D,NFZIHFRSUW,1990-01-01,,RichcBulk
AB749709D,WISSCDVXQE,1990-01-01,,RichcBulk
AB954295D,EZBRNSKZMY,1990-01-01,,RichcBulk
AB630025D,FHKNNKBSKX,1990-01-01,,RichcBulk
AB429926D,JTPSTMNXFS,1990-01-01,,RichcBulk
AB622909D,YHGLOXJZWU,1990-01-01,,RichcBulk
AB499090D,KITKWNHWEM,1990-01-01,,RichcBulk
AB197875D,WSPZQDZAMM,1990-01-01,,RichcBulk
AB124861D,QULWSVOHCE,1990-01-01,,RichcBulk
AB684112D,WNNRZGHEZV,1990-01-01,,RichcBulk
AB888401D,CFQMILFTGE,1990-01-01,,RichcBulk
AB335738D,ILFGBHFEES,1990-01-01,,RichcBulk
AB799463D,CEJCSPXUTI,1990-01-01,,RichcBulk
AB248927D,HRJDRBJLKS,1990-01-01,,RichcBulk
AB798275D,SHAAJGTCWM,1990-01-01,,RichcBulk
AB216118D,WLODNGNARU,1990-01-01,,RichcBulk
AB571728D,IQEGCDCWYZ,1990-01-01,,RichcBulk
AB984559D,MEAXLGHIRW,1990-01-01,,RichcBulk
AB691911D,WTYMRWBQYU,1990-01-01,,RichcBulk
AB183932D,QNQTAEASIA,1990-01-01,,RichcBulk
AB485614D,STXIQCCTEJ,1990-01-01,,RichcBulk
AB256638D,QHNTAVAFGJ,1990-01-01,,RichcBulk
AB815395D,BHMUXBBPSF,1990-01-01,,RichcBulk
AB179992D,IFFKRTGNYO,1990-01-01,,RichcBulk
AB933817D,YBHGLAVHUQ,1990-01-01,,RichcBulk
AB427165D,MYBLTCTVVV,1990-01-01,,RichcBulk
AB981928D,AAKTGJBCWK,1990-01-01,,RichcBulk
AB818570D,UOSNHBCXLD,1990-01-01,,RichcBulk
AB790494D,IYCTCJCLJQ,1990-01-01,,RichcBulk
AB860101D,FEIRLFOLQD,1990-01-01,,RichcBulk
AB458893D,CDGISOJJOP,1990-01-01,,RichcBulk
AB679209D,RKLYPZTVEP,1990-01-01,,RichcBulk
AB288931D,DYWVXQJDAV,1990-01-01,,RichcBulk
AB682137D,QTSGJFBHKF,1990-01-01,,RichcBulk
AB494481D,RNSYCFSUKS,1990-01-01,,RichcBulk
AB418722D,GXHVGMGIOM,1990-01-01,,RichcBulk
AB933724D,PUOEXBBAFB,1990-01-01,,RichcBulk
AB357121D,UCXBFZOGYO,1990-01-01,,RichcBulk
AB500208D,PVPOUFHDFF,1990-01-01,,RichcBulk
AB120595D,OZJPYXROZW,1990-01-01,,RichcBulk
AB412719D,NHLNPIKMYD,1990-01-01,,RichcBulk
AB433855D,AYHIPEYSUP,1990-01-01,,RichcBulk
AB852599D,ARZDVNRTWS,1990-01-01,,RichcBulk
AB125075D,LYOFJFJLEP,1990-01-01,,RichcBulk
AB470575D,JHUOXIFZWC,1990-01-01,,RichcBulk
AB306179D,LTRUQAKTZW,1990-01-01,,RichcBulk
AB332817D,FZCMIQVANJ,1990-01-01,,RichcBulk
AB825982D,WKOVRXTOZY,1990-01-01,,RichcBulk
AB610029D,ZPFALJGAAQ,1990-01-01,,RichcBulk
AB458806D,JONLPPGNLP,1990-01-01,,RichcBulk
AB616361D,XVQBAXKQUQ,1990-01-01,,RichcBulk
AB392280D,ROLRGRMRQB,1990-01-01,,RichcBulk
AB523976D,KAVOLOWQQM,1990-01-01,,RichcBulk
AB514024D,WANCBWLUKF,1990-01-01,,RichcBulk
AB756516D,OMNEMXESHP,1990-01-01,,RichcBulk
AB160405D,WKNZUSBATY,1990-01-01,,RichcBulk
AB900284D,GDOZSPDMGS,1990-01-01,,RichcBulk
AB329516D,SIGLLPXJUA,1990-01-01,,RichcBulk
AB540355D,AXYQZUZVKK,1990-01-01,,RichcBulk
AB546185D,UOGRBMUSUK,1990-01-01,,RichcBulk
AB190978D,HPEDHFWDNW,1990-01-01,,RichcBulk
AB657039D,UISPQZDTLE,1990-01-01,,RichcBulk
AB703430D,XAKOSYOYCK,1990-01-01,,RichcBulk
AB301656D,VSWBQBWEAQ,1990-01-01,,RichcBulk
AB740793D,RKULVCUOOS,1990-01-01,,RichcBulk
AB464419D,STQIKIWAVI,1990-01-01,,RichcBulk
AB481841D,WCHQLTUFMQ,1990-01-01,,RichcBulk
AB132608D,RJRVPISIUL,1990-01-01,,RichcBulk
AB990111D,WYLGUIHRKY,1990-01-01,,RichcBulk
AB411131D,GOAWXUPHTU,1990-01-01,,RichcBulk
AB504236D,WDVRMBYPCW,1990-01-01,,RichcBulk
AB857775D,WADRRFHWJG,1990-01-01,,RichcBulk
AB194060D,WPOGBWGOIY,1990-01-01,,RichcBulk
AB358743D,HTUPJKAKSF,1990-01-01,,RichcBulk
AB912297D,PVZHOYVOIQ,1990-01-01,,RichcBulk
